MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
90,RL,60.0,8544,Pave,no_alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,BrkFace,TA,TA,Slab,no_bsmt,no_bsmt,no_bsmt,0.0,Fa,N,FuseA,1040,2,0,2,2,TA,6,0,Detchd,2.0,400.0,0,0,0,0,0,no_fence,none,0,6,2009,WD ,92900
30,RM,50.0,8635,Pave,no_alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,5,1925,1950,Hip,Wd Sdng,Wd Sdng,TA,Fa,BrkTil,TA,TA,LwQ,1072.0,TA,Y,SBrkr,1072,1,0,2,1,TA,5,0,Detchd,5.0,1184.0,0,0,105,0,0,no_fence,none,0,8,2009,WD ,126500
20,RL,0.0,12735,Pave,no_alley,IR1,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,4,5,1972,1972,Hip,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,864.0,TA,Y,SBrkr,864,1,0,3,1,TA,5,0,Detchd,2.0,576.0,216,0,0,0,0,MnWw,none,0,4,2008,COD,111250
60,RL,0.0,11000,Pave,no_alley,Reg,Lvl,FR2,Gtl,NoRidge,Norm,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,969.0,Ex,Y,SBrkr,2285,2,1,4,1,Gd,8,1,BuiltIn,3.0,648.0,0,56,0,0,0,no_fence,none,0,6,2007,WD ,248000
20,RL,69.0,7590,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Unf,1117.0,Ex,Y,SBrkr,1117,1,0,3,1,TA,6,0,Attchd,1.0,264.0,0,0,0,0,0,no_fence,none,0,5,2008,COD,136870
120,RM,37.0,4435,Pave,no_alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,848.0,Ex,Y,SBrkr,848,1,0,1,1,Gd,4,0,Attchd,2.0,420.0,140,0,0,0,0,no_fence,none,0,4,2006,WD ,133000
20,RL,72.0,10152,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,1048.0,TA,Y,SBrkr,1048,1,0,3,1,TA,6,0,Attchd,1.0,286.0,0,20,0,0,192,no_fence,none,0,6,2007,WD ,135000
20,RL,68.0,10295,Pave,no_alley,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,4,6,1969,1969,Gable,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Rec,936.0,TA,Y,SBrkr,936,1,0,2,1,TA,4,0,Attchd,1.0,288.0,16,0,0,0,0,no_fence,none,0,9,2008,COD,111900
20,RL,70.0,7763,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Rec,931.0,TA,Y,SBrkr,1283,1,0,3,1,TA,6,0,Detchd,2.0,506.0,0,0,0,0,0,no_fence,none,0,10,2008,WD ,140000
50,RL,80.0,17120,Pave,no_alley,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,1959,Gable,WdShing,Plywood,TA,TA,CBlock,no_bsmt,no_bsmt,no_bsmt,0.0,TA,Y,SBrkr,1588,2,0,4,1,TA,7,1,Detchd,2.0,680.0,0,59,0,0,0,no_fence,none,0,7,2008,WD ,134432
20,RL,81.0,13870,Pave,no_alley,IR1,HLS,Inside,Gtl,StoneBr,PosA,1Fam,1Story,10,5,2006,2007,Hip,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,GLQ,1742.0,Ex,Y,SBrkr,2042,2,0,3,1,Ex,8,1,Attchd,3.0,724.0,240,52,0,0,174,no_fence,none,0,10,2007,New,455000
60,RL,92.0,10120,Pave,no_alley,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1165.0,Ex,Y,SBrkr,2526,2,1,4,1,Gd,8,1,Attchd,3.0,844.0,309,78,0,0,0,no_fence,none,0,12,2006,WD ,290000
60,RL,47.0,10820,Pave,no_alley,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,988.0,Ex,Y,SBrkr,1873,2,1,3,1,Gd,7,1,Attchd,2.0,597.0,202,123,0,0,0,no_fence,none,0,3,2007,WD ,235500
50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Rec,780.0,Ex,Y,SBrkr,1416,1,0,3,1,Gd,7,0,Detchd,2.0,400.0,0,24,0,0,0,no_fence,none,0,6,2006,WD ,156500
60,RL,0.0,8121,Pave,no_alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,953.0,Ex,Y,SBrkr,1664,2,1,3,1,TA,7,1,Attchd,2.0,460.0,100,40,0,0,0,no_fence,none,0,1,2006,WD ,172400
20,FV,95.0,11639,Pave,no_alley,Reg,Lvl,Corner,Gtl,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Unf,1428.0,Ex,Y,SBrkr,1428,2,0,3,1,Gd,6,0,Attchd,2.0,480.0,0,120,0,0,0,no_fence,none,0,12,2008,New,182000
20,RL,121.0,13758,Pave,no_alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2005,2006,Gable,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,1792.0,Ex,Y,SBrkr,1792,2,0,2,1,Gd,6,1,Attchd,3.0,925.0,204,49,0,0,0,no_fence,none,0,3,2006,New,372397
60,RL,0.0,9771,Pave,no_alley,IR3,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1995,2002,Gable,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,LwQ,1077.0,Ex,Y,SBrkr,2814,2,1,4,1,Gd,9,1,BuiltIn,2.0,614.0,48,32,0,0,216,GdPrv,none,0,6,2008,WD ,260000
30,RM,50.0,9000,Pave,no_alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,5,4,1919,1950,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,610.0,Ex,N,FuseA,819,1,0,2,1,Gd,4,0,no_garage,0.0,0.0,0,0,0,0,0,no_fence,none,0,9,2006,WD ,72000
190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,2Story,3,3,1915,1950,Gable,AsphShn,AsphShn,Fa,Fa,PConc,TA,Fa,Unf,536.0,Ex,N,FuseF,1344,2,0,3,2,TA,8,0,no_garage,0.0,0.0,42,0,204,0,0,no_fence,none,0,5,2008,WD ,82375
80,RL,0.0,10448,Pave,no_alley,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,SLvl,6,6,1972,1972,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Unf,689.0,TA,Y,SBrkr,2119,2,1,3,1,TA,7,1,Attchd,2.0,583.0,0,104,0,0,0,GdPrv,none,0,8,2009,COD,158000
50,RM,50.0,8635,Pave,no_alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,BLQ,672.0,TA,Y,SBrkr,1285,1,0,2,1,TA,6,0,Detchd,1.0,240.0,0,0,0,0,0,MnPrv,none,0,1,2008,WD ,127000
20,RL,83.0,11980,Pave,no_alley,Reg,Low,Inside,Mod,SawyerW,Norm,1Fam,1Story,7,5,1987,1987,Gable,Plywood,Plywood,Gd,TA,CBlock,Gd,TA,GLQ,1433.0,Ex,Y,SBrkr,1433,1,1,1,1,Gd,4,2,Attchd,2.0,528.0,0,278,0,0,266,MnPrv,none,0,6,2010,WD ,270000
50,RL,79.0,12327,Pave,no_alley,IR1,Low,Inside,Mod,SawyerW,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,Wd Sdng,Wd Sdng,Gd,TA,CBlock,Gd,TA,GLQ,1496.0,Ex,Y,SBrkr,2132,1,1,1,1,Gd,5,1,BuiltIn,2.0,612.0,349,40,0,0,0,no_fence,none,0,9,2009,WD ,316600
80,RL,124.0,11512,Pave,no_alley,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,TA,TA,CBlock,TA,TA,ALQ,1019.0,Gd,Y,SBrkr,1357,1,0,2,1,Ex,5,1,Basment,1.0,312.0,0,0,0,0,163,GdPrv,none,0,5,2008,WD ,177000
20,RL,90.0,14684,Pave,no_alley,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,ALQ,2158.0,Gd,Y,SBrkr,2196,2,0,3,1,Gd,7,1,Attchd,3.0,701.0,84,70,0,0,0,no_fence,none,0,6,2009,WD ,271900
160,RM,0.0,2665,Pave,no_alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CemntBd,CmentBd,TA,TA,PConc,Gd,TA,Unf,264.0,TA,Y,SBrkr,1304,1,1,3,1,TA,4,1,BuiltIn,1.0,336.0,141,24,0,0,0,no_fence,none,0,6,2008,WD ,115000
70,RM,50.0,5250,Pave,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,8,5,1872,1987,Gable,MetalSd,MetalSd,TA,Gd,BrkTil,TA,Fa,LwQ,684.0,Fa,N,SBrkr,2358,2,0,4,1,TA,8,0,no_garage,0.0,0.0,0,54,20,0,0,no_fence,none,0,12,2008,WD ,122000
20,RL,70.0,18044,Pave,no_alley,IR1,HLS,CulDSac,Gtl,Crawfor,Norm,1Fam,1Story,8,5,1986,1986,Gable,WdShing,Plywood,Gd,TA,CBlock,Gd,TA,Unf,279.0,Gd,Y,SBrkr,2726,2,1,2,1,Gd,6,1,Attchd,2.0,691.0,216,64,169,0,0,no_fence,none,0,8,2007,WD ,315000
60,RL,79.0,9245,Pave,no_alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,939.0,Ex,Y,SBrkr,1797,2,1,3,1,Gd,8,0,Attchd,2.0,639.0,144,53,0,0,0,no_fence,none,0,4,2007,WD ,213500
20,RL,60.0,7200,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Hip,Wd Sdng,Wd Sdng,TA,TA,CBlock,no_bsmt,no_bsmt,no_bsmt,0.0,TA,Y,FuseF,1040,1,0,2,1,TA,5,0,Detchd,2.0,625.0,0,0,0,0,0,no_fence,none,0,6,2006,WD ,109500
20,RM,50.0,6000,Pave,no_alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,ALQ,789.0,Ex,Y,SBrkr,789,1,0,2,1,TA,5,0,Detchd,1.0,250.0,0,0,0,0,0,no_fence,none,0,4,2008,WD ,115000
120,FV,34.0,3628,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,Unf,1143.0,Ex,Y,SBrkr,1143,1,1,1,1,Gd,5,1,Attchd,2.0,588.0,0,191,0,0,0,no_fence,none,0,5,2006,WD ,176400
20,RL,0.0,9156,Pave,no_alley,IR1,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,Unf,1489.0,Gd,Y,SBrkr,1489,2,0,3,1,Gd,7,1,Attchd,2.0,462.0,0,0,0,0,0,no_fence,none,0,8,2009,WD ,185750
60,RL,73.0,9066,Pave,no_alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1004.0,Ex,Y,SBrkr,1852,2,1,3,1,Gd,7,2,Attchd,3.0,660.0,224,106,0,0,0,GdPrv,none,0,12,2008,WD ,230000
20,RL,64.0,6410,Pave,no_alley,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1958,1958,Hip,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,Unf,960.0,Ex,Y,SBrkr,960,1,0,3,1,TA,5,0,no_garage,0.0,0.0,0,0,0,0,0,MnPrv,none,0,5,2010,WD ,90000
85,RL,54.0,7244,Pave,no_alley,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,VinylSd,VinylSd,TA,Gd,CBlock,Gd,TA,ALQ,768.0,Ex,Y,SBrkr,768,1,0,2,1,TA,5,0,Detchd,2.0,624.0,104,0,0,0,0,no_fence,none,0,4,2007,WD ,129500
20,RL,72.0,10152,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1956,1994,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,BLQ,1124.0,Ex,Y,SBrkr,1124,1,0,3,1,TA,6,1,Attchd,1.0,353.0,0,211,180,0,142,no_fence,none,0,5,2006,WD ,153000
160,FV,30.0,3000,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,612.0,Ex,Y,SBrkr,1224,2,1,2,1,Gd,4,0,Detchd,2.0,528.0,0,234,0,0,0,no_fence,none,0,6,2009,New,173733
20,RL,63.0,7500,Pave,no_alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,2006,2007,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,1100.0,Ex,Y,SBrkr,1100,1,1,3,1,TA,6,0,no_garage,0.0,0.0,0,136,0,0,0,no_fence,none,0,6,2007,New,146000
50,RL,120.0,17360,Pave,no_alley,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,Gable,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Rec,782.0,TA,Y,SBrkr,1556,2,0,3,1,TA,6,1,Attchd,2.0,470.0,0,0,150,0,0,no_fence,none,0,1,2010,WD ,172500
80,RL,0.0,15957,Pave,no_alley,IR1,Low,Corner,Mod,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,HdBoard,Plywood,TA,TA,PConc,Gd,TA,GLQ,1244.0,TA,Y,SBrkr,1356,2,0,3,1,TA,6,1,Attchd,2.0,528.0,1424,0,0,0,0,MnPrv,none,0,9,2007,WD ,188000
20,RL,80.0,9600,Pave,no_alley,Reg,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,1Story,6,8,1976,1976,Gable,MetalSd,MetalSd,TA,TA,CBlock,Gd,TA,ALQ,1262.0,Ex,Y,SBrkr,1262,2,0,3,1,TA,6,1,Attchd,2.0,460.0,298,0,0,0,0,no_fence,none,0,5,2007,WD ,181500
60,RL,43.0,10667,Pave,no_alley,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,799.0,Ex,Y,SBrkr,1661,2,1,3,1,Gd,6,1,Attchd,2.0,550.0,158,61,0,0,0,no_fence,none,0,4,2009,ConLw,212000
60,RL,81.0,10530,Pave,no_alley,Reg,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,7,5,1978,1978,Gable,Plywood,Plywood,TA,TA,CBlock,TA,TA,Unf,945.0,TA,Y,SBrkr,1857,2,1,4,1,TA,8,1,Attchd,2.0,482.0,400,105,0,0,0,GdPrv,none,0,7,2006,WD ,188900
20,RL,50.0,5000,Pave,no_alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,3,1946,1950,Gable,WdShing,Wd Shng,Fa,Fa,CBlock,Fa,Fa,LwQ,666.0,Fa,N,SBrkr,666,1,0,2,1,Gd,4,0,no_garage,0.0,0.0,0,52,0,0,0,MnPrv,none,0,4,2007,WD ,64500
60,RL,0.0,17082,Pave,no_alley,IR1,Low,CulDSac,Mod,ClearCr,Norm,1Fam,2Story,6,5,1978,1992,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,ALQ,1117.0,Ex,Y,SBrkr,1981,2,1,4,1,Gd,8,1,Attchd,2.0,522.0,336,104,0,0,0,no_fence,none,0,5,2010,WD ,230000
50,RL,74.0,16287,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,VinylSd,VinylSd,TA,Gd,CBlock,TA,TA,ALQ,901.0,TA,Y,SBrkr,1351,1,0,3,1,TA,7,1,Detchd,2.0,576.0,0,0,43,0,100,no_fence,none,0,7,2007,WD ,122000
20,RL,65.0,11050,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,LwQ,1005.0,Ex,Y,SBrkr,1005,1,0,2,1,TA,6,1,Attchd,1.0,319.0,0,0,0,0,288,no_fence,none,0,7,2006,WD ,133500
50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,BrkFace,Wd Sdng,Gd,Gd,BrkTil,Gd,TA,LwQ,1510.0,Ex,Y,SBrkr,2792,2,0,5,1,TA,8,2,Detchd,2.0,520.0,0,547,0,0,480,MnPrv,Shed,1150,6,2008,WD ,256000
160,RM,41.0,2665,Pave,no_alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CemntBd,CmentBd,TA,TA,PConc,Gd,TA,ALQ,550.0,TA,Y,SBrkr,1475,2,0,4,1,TA,6,1,Attchd,1.0,336.0,92,26,0,0,0,no_fence,none,0,5,2008,WD ,129500
20,RL,80.0,10389,Pave,no_alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2003,2003,Hip,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,GLQ,1978.0,Ex,Y,SBrkr,1978,2,1,3,1,Gd,8,1,Attchd,3.0,850.0,188,25,0,0,0,no_fence,none,0,5,2010,WD ,318000
20,RL,70.0,9658,Pave,no_alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,1598.0,Gd,Y,SBrkr,1606,2,0,3,1,Gd,6,1,Attchd,3.0,871.0,230,60,0,0,0,no_fence,none,0,7,2009,WD ,255900
20,RL,63.0,7500,Pave,no_alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,1158.0,Ex,Y,SBrkr,1158,1,1,3,1,Gd,5,0,no_garage,0.0,0.0,0,50,0,0,0,no_fence,none,0,8,2009,WD ,143500
20,RL,79.0,14122,Pave,no_alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2005,2006,Hip,CemntBd,CmentBd,Gd,TA,PConc,Ex,TA,GLQ,1822.0,Ex,Y,SBrkr,1822,2,0,3,1,Ex,8,1,Attchd,3.0,678.0,0,119,0,0,0,no_fence,none,0,2,2010,WD ,259000
20,RL,0.0,21000,Pave,no_alley,Reg,Bnk,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,TA,Gd,CBlock,Gd,TA,ALQ,1809.0,TA,Y,SBrkr,2259,2,0,3,1,Gd,7,2,Basment,2.0,450.0,166,120,192,0,0,MnPrv,none,0,10,2007,COD,217000
50,RL,70.0,8737,Pave,no_alley,IR1,Bnk,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,BrkFace,Wd Sdng,TA,TA,BrkTil,Gd,TA,Rec,1065.0,Ex,Y,FuseA,1635,1,1,3,1,TA,6,1,Detchd,2.0,440.0,0,38,0,144,0,no_fence,none,0,5,2007,WD ,210000
20,RL,0.0,8750,Pave,no_alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,1002.0,TA,Y,SBrkr,1002,1,0,3,1,TA,5,0,Detchd,2.0,902.0,0,0,0,0,0,MnPrv,none,0,8,2009,WD ,148500
60,RL,73.0,8499,Pave,no_alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2006,2007,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,616.0,Ex,Y,SBrkr,1412,2,1,3,1,Gd,6,1,BuiltIn,2.0,432.0,0,36,0,0,0,no_fence,none,0,3,2007,New,156932
90,RL,72.0,11072,Pave,no_alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,5,1965,1965,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Unf,1728.0,TA,Y,SBrkr,1728,2,0,6,2,TA,10,0,Detchd,2.0,576.0,0,0,0,0,0,no_fence,none,0,11,2008,WD ,145000
20,RL,64.0,6762,Pave,no_alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1282.0,Ex,Y,SBrkr,1290,2,0,2,1,Gd,6,1,Attchd,2.0,662.0,168,0,0,0,0,no_fence,none,0,5,2009,WD ,200000
20,RL,105.0,15431,Pave,no_alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2005,2006,Hip,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,1994.0,Ex,Y,SBrkr,2046,2,1,2,1,Ex,7,2,Attchd,3.0,878.0,188,65,0,0,175,no_fence,none,0,8,2007,WD ,450000
160,FV,34.0,3230,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,GLQ,729.0,Gd,Y,SBrkr,1471,2,1,3,1,TA,6,0,Detchd,2.0,440.0,0,24,0,0,0,no_fence,none,0,3,2009,WD ,172500
60,RL,90.0,10800,Pave,no_alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,7,1974,1997,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,1522.0,TA,Y,SBrkr,2614,2,1,4,1,TA,9,1,Attchd,2.0,624.0,38,243,0,0,0,no_fence,none,0,6,2008,WD ,240000
60,FV,102.0,11143,Pave,no_alley,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,8,5,2004,2005,Gable,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Unf,1580.0,Ex,Y,SBrkr,2466,3,0,4,1,Gd,8,1,Attchd,2.0,610.0,159,214,0,0,0,no_fence,none,0,12,2007,WD ,340000
20,RL,73.0,8925,Pave,no_alley,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1466.0,Ex,Y,SBrkr,1466,2,0,3,1,Gd,7,0,Attchd,3.0,610.0,100,18,0,0,0,no_fence,none,0,7,2009,WD ,201000
20,RL,120.0,10356,Pave,no_alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,969.0,TA,Y,SBrkr,969,1,1,3,1,TA,5,0,Attchd,2.0,440.0,0,0,0,0,0,MnPrv,none,0,1,2007,WD ,122000
20,RL,93.0,12299,Pave,no_alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,6,1978,1985,Gable,Plywood,Plywood,TA,TA,CBlock,Gd,TA,GLQ,1529.0,TA,Y,SBrkr,1664,2,0,3,1,Gd,7,1,Attchd,2.0,663.0,0,0,0,0,0,no_fence,none,0,9,2007,WD ,213000
20,RL,90.0,9900,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,5,1967,1967,Gable,BrkComm,Brk Cmn,Gd,TA,CBlock,TA,TA,Rec,1680.0,TA,Y,SBrkr,1691,1,0,2,1,TA,5,0,Attchd,2.0,550.0,0,67,260,0,0,MnPrv,none,0,4,2009,WD ,175000
20,RL,64.0,6762,Pave,no_alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1208.0,Ex,Y,SBrkr,1208,2,0,2,1,Gd,6,0,Attchd,2.0,628.0,105,54,0,0,0,no_fence,none,0,9,2007,New,195400
20,RL,75.0,11625,Pave,no_alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Hip,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,1052.0,TA,Y,SBrkr,1052,1,1,3,1,TA,6,1,Attchd,1.0,668.0,0,215,0,0,0,no_fence,none,0,4,2009,WD ,113500
50,RL,65.0,6435,Pave,no_alley,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,6,5,1939,1950,Gable,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,Unf,972.0,Gd,Y,SBrkr,1577,1,0,3,1,Fa,6,1,Detchd,1.0,312.0,0,0,0,0,0,no_fence,none,0,10,2006,WD ,140200
